#separator:Tab				
#html:true				
#notetype column:1				
#deck column:2				
#tags column:5				
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Polarização	Técnica usada para representar o expoente de um número de ponto flutuante.	Processador, Polarização
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Acumulador (AC)	Registrador do processador usado implicitamente em instruções de um endereço.	Processador, Acumulador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Pilha	Conjunto de locais de memória do tipo último a entrar, primeiro a sair (LIFO).	Processador, Pilha
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Repertório de Operações	Quantas e quais operações oferecer, e que complexidade as operações deverão ter.	Processador, Operações
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Modos de Endereçamento	O modo ou modos pelos quais o endereço de um operando é especificado.	Processador, Endereçamento
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	PUSH	Coloca operando na pilha.	Processador, Pilha, Instruções
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	POP	Retira operando da pilha.	Processador, Pilha, Instruções
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Arquitetura RISC	Arquitetura de computador com conjunto de instruções reduzido.	Processador, RISC
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Barramentos	Contador de Programa (PC)	Guarda o endereço da próxima instrução a ser lida.	Processador, Contador de Programa
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Pipeline de Instruções	Técnica para aumentar o desempenho permitindo que múltiplas instruções sejam executadas simultaneamente em diferentes estágios.	Processador, Pipeline
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Arquitetura Superescalar	Arquitetura que permite a execução de múltiplas instruções simultaneamente.	Processador, Superescalar
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Registrador de Endereço de Memória (MAR)	Conectado às linhas de endereço do barramento de sistema.	Processador, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Registrador de Buffer de Memória (MBR)	Conectado às linhas de dados do barramento de sistema.	Processador, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Registrador de Instrução (IR)	Guarda a última instrução lida.	Processador, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Cluster	Conjunto de computadores interconectados para trabalhar como um único sistema.	Processador, Cluster
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Computação Vetorial	Utiliza processadores vetoriais para realizar operações em grandes conjuntos de dados.	Processador, Computação Vetorial
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Linguagem de Baixo Nível	Linguagem de Montagem	Linguagem de programação de baixo nível que usa mnemônicos para representar instruções de máquina.	Programação, Linguagem de Montagem
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Linguagem de Baixo Nível	Mnemônico	Código simbólico para uma instrução na linguagem de montagem.	Programação, Linguagem de Montagem
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Software	Montador	Programa que traduz código em linguagem de montagem para código de máquina.	Software, Montador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Software	Ligador	Programa que combina vários módulos de código objeto em um único programa executável.	Software, Ligador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Software	Carregador	Programa que carrega um programa executável na memória e o prepara para execução.	Software, Carregador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Endereçamento	Endereçamento Direto	O campo de endereço contém o endereço do operando.	Endereçamento, Computação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Endereçamento	Endereçamento Indireto	O campo de endereço contém o endereço de um local que contém o endereço do operando.	Endereçamento, Computação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Endereçamento	Endereçamento de Registrador	O operando está contido em um registrador.	Endereçamento, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Endereçamento	Endereçamento Indireto por Registrador	O campo de endereço se refere a um registrador que contém o endereço do operando.	Endereçamento, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Endereçamento	Endereçamento Deslocamento	O endereço do operando é calculado somando um deslocamento a um valor em um registrador.	Endereçamento, Computação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Endereçamento	Endereçamento de Pilha	O operando está no topo da pilha.	Endereçamento, Pilha
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Programação	Linguagem de Montagem	Uma representação simbólica das instruções de máquina.	Programação, Linguagem de Montagem
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Programação	Mnemônico	Código simbólico para uma instrução na linguagem de montagem.	Programação, Linguagem de Montagem
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Contador de Programa (PC)	Guarda o endereço da próxima instrução a ser lida.	Processador, Contador de Programa
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Unidade Lógica e Aritmética (ALU)	Faz os cálculos ou processamento de dados.	Processador, ALU
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Unidade de Controle	Controla a movimentação de dados e das instruções que entram e saem do processador e controla a operação de ALU.	Processador, Unidade de Controle
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Otimização	Buffer de Laço de Repetição	Armazena instruções de um laço para evitar múltiplas buscas na memória.	Processador, Otimização
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Otimização	Previsão de Desvios	Técnicas para prever se um desvio condicional será tomado ou não.	Processador, Otimização
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Desempenho	Pipeline de Instruções	Técnica para aumentar o desempenho permitindo que múltiplas instruções sejam executadas simultaneamente em diferentes estágios.	Processador, Pipeline
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Desempenho	Arquitetura Superescalar	Arquitetura que permite a execução de múltiplas instruções simultaneamente.	Processador, Superescalar
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Otimização	Janela de Instruções	Buffer que armazena várias instruções para análise e execução fora de ordem.	Processador, Otimização
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Otimização	Renomeação de Registradores	Técnica para eliminar dependências falsas entre instruções.	Processador, Otimização
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Execução	Micro-operações	Passos simples que envolvem os registradores do processador durante a execução de uma instrução.	Processador, Micro-operações
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Barramentos	Registrador de Endereço de Memória (MAR)	Conectado às linhas de endereço do barramento de sistema.	Processador, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Barramentos	Registrador de Buffer de Memória (MBR)	Conectado às linhas de dados do barramento de sistema.	Processador, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Registrador de Instrução (IR)	Guarda a última instrução lida.	Processador, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Palavra de Controle	Padrão de bits que representa o estado das linhas de controle em uma micro-operação.	Processador, Controle
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Microprogramação	Memória de Controle	Armazena as microinstruções em um sistema microprogramado.	Processador, Microprogramação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Microprogramação	Microinstrução	Uma instrução em um microprograma, controlando as operações de baixo nível do processador.	Processador, Microprogramação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Sistemas Distribuídos	Cluster	Conjunto de computadores interconectados para trabalhar como um único sistema.	Sistemas Distribuídos, Cluster
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processamento Paralelo	Computação Vetorial	Utiliza processadores vetoriais para realizar operações em grandes conjuntos de dados.	Processamento Paralelo, Computação Vetorial
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Programação	Linguagem de Montagem	Linguagem de programação de baixo nível que usa mnemônicos para representar instruções de máquina.	Programação, Linguagem de Montagem
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Programação	Montador	Programa que traduz código em linguagem de montagem para código de máquina.	Programação, Montador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Programação	Macro	Uma sequência de instruções que podem ser expandidas em um programa.	Programação, Macro
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Software	Ligador	Programa que combina vários módulos de código objeto em um único programa executável.	Software, Ligador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Software	Carregador	Programa que carrega um programa executável na memória e o prepara para execução.	Software, Carregador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Software	Realocação	Ajuste de endereços em um programa carregado na memória para refletir sua posição real.	Software, Realocação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória Externa	CD	Compact disk. Um disco não apagável que armazena informações de áudio digitalizadas. O sistema padrão utiliza discos de 12 cm e pode gravar mais de 60 minutos de áudio sem interrupção.	Arquitetura_e_Organização_de_Computadores_Stallings, CD, Disco_Óptico
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória Externa	CD-ROM	Compact disk read only memory. Um disco não apagável para armazenar dados de computador. O sistema padrão utiliza discos de 12 cm e pode manter mais de 650 MBytes.	Arquitetura_e_Organização_de_Computadores_Stallings, CD-ROM, Disco_Óptico
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória Externa	CD-R	CD Gravável. Semelhante a um CD-ROM. O usuário pode gravar no disco apenas uma vez.	Arquitetura_e_Organização_de_Computadores_Stallings, CD-R, Disco_Óptico
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória Externa	CD-RW	CD Regravável. Semelhante a um CD-ROM. O usuário pode apagar e regravar no disco várias vezes.	Arquitetura_e_Organização_de_Computadores_Stallings, CD-RW, Disco_Óptico
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória Externa	DVD	Digital versatile disk. Uma tecnologia para produzir representação digitalizada e compactada de informações de vídeo, além de grandes volumes de outros dados digitais. São usados diâmetros de 8 e 12 cm, com uma capacidade de dupla face chegando até a 17 GBytes. O DVD básico é somente de leitura (DVD-ROM).	Arquitetura_e_Organização_de_Computadores_Stallings, DVD, Disco_Óptico
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória Externa	DVD-R	DVD Gravável. Semelhante a um DVD-ROM. O usuário pode gravar no disco apenas uma vez. Só podem ser usados discos de uma face.	Arquitetura_e_Organização_de_Computadores_Stallings, DVD-R, Disco_Óptico
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória Externa	DVD-RW	DVD Regravável. Semelhante a um DVD-ROM. O usuário pode apagar e regravar no disco várias vezes. Só podem ser usados discos de uma face.	Arquitetura_e_Organização_de_Computadores_Stallings, DVD-RW, Disco_Óptico
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória Externa	Blu-Ray DVD	Disco de vídeo de alta definição. Oferece densidade de armazenamento de dados muito maior que o DVD, usando um laser de 405 nm (azul violeta). Uma única camada em uma única face pode armazenar 25 GBytes.	Arquitetura_e_Organização_de_Computadores_Stallings, Blu-Ray, Disco_Óptico
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Unidade aritmética e lógica (ALU)	Componente responsável por operações matemáticas e lógicas no processador.	Arquitetura_e_Organização_de_Computadores_Stallings, ALU, Processador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Unidade central de processamento (CPU)	Principal componente que executa instruções e processa dados.	Arquitetura_e_Organização_de_Computadores_Stallings, CPU, Processador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Arquitetura do computador	Estrutura geral e princípios de design de um computador.	Arquitetura_e_Organização_de_Computadores_Stallings, Arquitetura, Computador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Memória principal	Armazena dados e instruções de forma temporária para acesso rápido pelo processador.	Arquitetura_e_Organização_de_Computadores_Stallings, Memória, RAM
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Acumulador (AC)	Registrador de armazenamento temporário para operações aritméticas e lógicas.	Arquitetura_e_Organização_de_Computadores_Stallings, Acumulador, Registrador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Lei de Amdahl	Lei que define a limitação do aumento de desempenho ao melhorar apenas uma parte do sistema.	Arquitetura_e_Organização_de_Computadores_Stallings, Lei_de_Amdahl, Desempenho
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Benchmark	Método de medição de desempenho de um sistema computacional.	Arquitetura_e_Organização_de_Computadores_Stallings, Benchmark, Desempenho
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Qual é a distinção entre organização e arquitetura do computador?	A arquitetura define o conjunto de instruções e estrutura lógica, enquanto a organização detalha a implementação física.	Arquitetura_e_Organização_de_Computadores_Stallings, Arquitetura, Organização
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Quais são as quatro funções principais de um computador?	Entrada, processamento, armazenamento e saída de dados.	Arquitetura_e_Organização_de_Computadores_Stallings, Funções_Computador, Computação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Roubo de ciclo	Método onde um dispositivo de E/S acessa a memória sem a intervenção da CPU.	E/S, Computação, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Acesso direto à memória (DMA)	Mecanismo que permite que dispositivos periféricos enviem dados diretamente para a memória sem envolver a CPU.	E/S, DMA, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	FireWire	Padrão de interface de alta velocidade para transferência de dados entre dispositivos digitais.	E/S, FireWire, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	InfiniBand	Arquitetura de interconexão de alta velocidade usada para redes de computadores de alto desempenho.	E/S, Redes, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Interrupção	Mecanismo que interrompe a CPU para sinalizar um evento que precisa de atenção imediata.	E/S, Interrupção, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	E/S controlada por interrupção	Método onde o processador aguarda uma interrupção para processar uma solicitação de E/S.	E/S, Interrupção, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Canal de E/S	Subsistema especializado para gerenciar operações de entrada e saída.	E/S, Canal, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Comando de E/S	Instrução usada para iniciar uma operação de entrada ou saída.	E/S, Comando, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Módulo de E/S	Componente responsável por controlar e conectar dispositivos de entrada e saída.	E/S, Módulo, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Processador de E/S	Unidade especializada que gerencia a comunicação com periféricos.	E/S, Processador, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	E/S independente	Tipo de arquitetura onde o dispositivo de entrada e saída opera independentemente da CPU.	E/S, Independente, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	E/S mapeada na memória	Método em que dispositivos de E/S compartilham o espaço de endereçamento da memória principal.	E/S, Mapeamento, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Canal Multiplexador	Dispositivo que gerencia múltiplas operações de E/S simultaneamente.	E/S, Multiplexador, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	E/S Paralela	Técnica que transfere múltiplos bits de dados simultaneamente em vários canais.	E/S, Paralelo, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Dispositivo Periférico	Dispositivo externo que interage com o computador para entrada ou saída de dados.	E/S, Periférico, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	E/S Programada	Tipo de E/S onde o processador controla diretamente todas as operações.	E/S, Programado, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Canal Seletor	Dispositivo que permite comunicação eficiente entre dispositivos e a CPU.	E/S, Seletor, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	E/S Serial	Técnica que transfere dados sequencialmente, um bit de cada vez.	E/S, Serial, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Quais são as três classificações gerais de dispositivos externos ou periféricos?	As três classificações são: dispositivos de armazenamento, dispositivos de entrada/saída e dispositivos de comunicação.	E/S, Periféricos, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	O que é o International Reference Alphabet?	É um conjunto padronizado de caracteres para codificação e intercâmbio de informações entre computadores.	E/S, Codificação, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Quais são as principais funções de um módulo de E/S?	As principais funções incluem comunicação com a CPU, comunicação com dispositivos, buffering de dados e detecção de erros.	E/S, Módulo, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Liste e defina resumidamente três técnicas para realizar E/S.	As três técnicas principais são: E/S programada, E/S controlada por interrupção e E/S com acesso direto à memória (DMA).	E/S, Técnicas, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Qual é a diferença entre E/S mapeada na memória e E/S independente?	E/S mapeada na memória compartilha o espaço de endereçamento da RAM, enquanto a E/S independente usa um espaço de endereçamento separado.	E/S, Mapeamento, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Quando ocorre uma interrupção de dispositivo, como o processador determina qual dispositivo emitiu a interrupção?	O processador utiliza um vetor de interrupção que mapeia os dispositivos e suas prioridades.	E/S, Interrupção, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Quando um módulo de DMA toma o controle de um barramento, e enquanto ele retém o controle do barramento, o que o processador faz?	O processador pode continuar executando outras instruções que não dependem do barramento, reduzindo a sobrecarga da CPU.	E/S, DMA, Arquitetura_e_Organização_de_Computadores_Stallings
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Qual é, em termos gerais, a distinção entre organização e a arquitetura do computador?	A arquitetura define o conjunto de instruções e estrutura lógica, enquanto a organização detalha a implementação física.	Arquitetura_e_Organização_de_Computadores_Stallings, Fundamentos, Arquitetura, Organização
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Qual é, em termos gerais, a distinção entre a estrutura e a função do computador?	A estrutura refere-se à maneira como os componentes do computador estão organizados, enquanto a função trata do que cada componente faz.	Arquitetura_e_Organização_de_Computadores_Stallings, Fundamentos, Estrutura, Função
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Quais são as quatro funções principais de um computador?	As quatro funções principais são: entrada de dados, processamento, armazenamento e saída de dados.	Arquitetura_e_Organização_de_Computadores_Stallings, Fundamentos, Computador, Funções
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Liste e defina resumidamente os principais componentes estruturais de um computador.	Os principais componentes estruturais são: processador, memória principal, dispositivos de entrada/saída e barramentos.	Arquitetura_e_Organização_de_Computadores_Stallings, Fundamentos, Componentes
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Liste e defina resumidamente os principais componentes estruturais de um processador.	Os principais componentes são: Unidade de Controle, Unidade Lógica e Aritmética (ALU), registradores e barramento interno.	Arquitetura_e_Organização_de_Computadores_Stallings, Fundamentos, Processador, Componentes
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Computação	Quais são os quatro componentes principais de qualquer computador de uso geral?	Processador, memória, dispositivos de entrada/saída e interconexões (barramentos).	Arquitetura_e_Organização_de_Computadores_Stallings, Computação, Componentes
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Computação	No nível de circuito integrado, quais são os três constituintes principais de um sistema de computação?	Unidade lógica e aritmética (ALU), unidade de controle e memória.	Arquitetura_e_Organização_de_Computadores_Stallings, Computação, Circuitos, Componentes
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Computação	Explique a Lei de Moore.	A Lei de Moore prevê que o número de transistores em um chip dobrará aproximadamente a cada dois anos, aumentando o desempenho dos computadores.	Arquitetura_e_Organização_de_Computadores_Stallings, Computação, Lei de Moore
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Computação	Liste e explique as principais características de uma família de computadores.	Compatibilidade de software, arquitetura de instruções, desempenho, escalabilidade e custo-benefício.	Arquitetura_e_Organização_de_Computadores_Stallings, Computação, Arquitetura
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Computação	Qual é a principal característica que distingue um microprocessador?	A principal característica é que todas as funções da CPU estão contidas em um único chip de circuito integrado.	Arquitetura_e_Organização_de_Computadores_Stallings, Computação, Microprocessador
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Quais são as diferenças entre acesso sequencial, acesso direto e acesso aleatório?	O acesso sequencial lê dados em sequência; o acesso direto permite acesso a blocos específicos; o acesso aleatório permite acesso a qualquer posição diretamente.	Arquitetura_e_Organização_de_Computadores_Stallings, Memória, Acesso
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Qual é o relacionamento geral entre tempo de acesso, custo de memória e capacidade?	Memórias mais rápidas têm menor capacidade e custo maior; memórias mais lentas possuem maior capacidade e custo menor.	Arquitetura_e_Organização_de_Computadores_Stallings, Memória, Custo, Capacidade
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Como o princípio de localidade se relaciona com o uso de múltiplos níveis de memória?	O princípio da localidade afirma que programas acessam um pequeno conjunto de endereços frequentemente, justificando o uso de caches e hierarquias de memória.	Arquitetura_e_Organização_de_Computadores_Stallings, Memória, Localidade
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Quais são as diferenças entre mapeamento direto, mapeamento associativo e mapeamento associativo em conjunto?	O mapeamento direto associa cada bloco de memória a uma linha específica da cache; o mapeamento associativo permite que qualquer bloco vá a qualquer linha; o mapeamento associativo em conjunto divide a cache em conjuntos de linhas específicas.	Arquitetura_e_Organização_de_Computadores_Stallings, Memória, Cache, Mapeamento
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Para uma cache mapeada diretamente, um endereço de memória principal é visto como consistindo em três campos. Liste e defina os três campos.	Os três campos são: índice (especifica a linha da cache), tag (identifica o bloco da memória principal) e deslocamento (determina o dado dentro do bloco).	Arquitetura_e_Organização_de_Computadores_Stallings, Memória, Cache, Mapeamento
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Qual a diferença entre localidade espacial e localidade temporal?	Localidade temporal ocorre quando um dado é acessado repetidamente em curtos períodos de tempo; localidade espacial ocorre quando endereços próximos são acessados sequencialmente.	Arquitetura_e_Organização_de_Computadores_Stallings, Memória, Localidade
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Armazenamento	Explique a diferença entre um sistema CAV simples e um sistema com gravação em múltiplas zonas.	No sistema CAV (Constant Angular Velocity), a taxa de rotação do disco é constante; no sistema de gravação em múltiplas zonas, a densidade de gravação é ajustada para otimizar o espaço do disco.	Arquitetura_e_Organização_de_Computadores_Stallings, Armazenamento, Disco
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Armazenamento	Defina os termos trilha, cilindro e setor.	Trilha: círculo concêntrico no disco; Cilindro: conjunto de trilhas alinhadas verticalmente em múltiplos pratos; Setor: menor unidade de armazenamento do disco.	Arquitetura_e_Organização_de_Computadores_Stallings, Armazenamento, Disco
